"","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","TotalBsmtSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","YrSold","SalePrice","LotShapes","LotConfigs","Neighborhoods","BldgTypes","HouseStyles","Exterior_1st","Foundations","BsmtFin_Type1","Kitchen_Qual","GarageTypes"
"851",55,7642,7,8,1918,1998,912,1426,1,1,3,7,1,1,2007,189950,"Reg","Corner","Crawfor","1Fam","1.5Fin","Wd Sdng","BrkTil","Unf","Gd","Detchd"
"852",75,11625,5,4,1965,1965,1039,1039,1,1,3,6,0,2,2010,131500,"Reg","Inside","Sawyer","2fmCon","1Story","Plywood","PConc","BLQ","TA","Attchd"
"853",81,9672,6,5,1984,1985,1040,1097,2,0,3,6,0,2,2010,152000,"Reg","Corner","SawyerW","1Fam","1Story","HdBoard","PConc","GLQ","TA","Attchd"
"854",70,7931,5,5,1959,1959,1148,1148,1,0,3,6,0,1,2009,132500,"Reg","Inside","NAmes","1Fam","1Story","BrkFace","CBlock","BLQ","TA","Attchd"
"855",72,8640,7,5,2007,2008,1372,1372,2,0,3,6,0,2,2008,250580,"Reg","Inside","Somerst","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"856",NA,8750,5,6,1970,1970,1002,1002,1,0,3,5,0,2,2009,148500,"IR1","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","BLQ","TA","Detchd"
"857",67,10656,8,5,2006,2007,1638,1646,2,0,3,6,1,3,2007,248900,"IR1","Inside","Timber","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"858",85,6970,4,5,1961,1961,1040,1120,1,1,3,5,0,2,2007,129000,"Reg","Corner","Sawyer","1Fam","1Story","VinylSd","CBlock","ALQ","Fa","Attchd"
"859",NA,14762,5,6,1948,1950,0,2320,2,0,2,7,1,2,2006,169000,"IR2","Corner","Gilbert","1Fam","2Story","Plywood","Slab",NA,"TA","Attchd"
"860",60,6600,5,5,1962,1962,894,894,1,0,2,5,0,1,2009,109500,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","Unf","TA","Detchd"
"861",70,8750,6,5,1998,1998,804,1682,2,1,3,7,0,2,2010,200500,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"862",74,8892,5,7,1953,1996,105,910,1,0,3,5,0,2,2008,116000,"Reg","Corner","NAmes","1Fam","1Story","WdShing","Stone","Unf","Gd","Attchd"
"863",60,12144,5,7,1949,1950,832,1268,1,0,3,6,1,1,2009,133000,"Reg","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","Rec","TA","Attchd"
"864",75,9000,8,5,2007,2007,1184,2610,2,1,4,11,1,2,2007,303477,"Reg","Inside","Somerst","1Fam","2Story","CemntBd","PConc","GLQ","Ex","BuiltIn"
"865",94,25286,4,5,1963,1963,1064,1040,1,0,3,5,0,2,2007,132250,"Reg","Inside","Mitchel","1Fam","1Story","HdBoard","PConc","ALQ","TA","Attchd"
"866",74,8834,9,5,2004,2005,1462,2224,2,1,4,10,1,3,2009,350000,"Reg","Inside","NridgHt","1Fam","2Story","VinylSd","PConc","GLQ","Ex","Attchd"
"867",88,11782,5,7,1961,1995,1109,1155,1,0,3,6,0,2,2010,148000,"IR1","Inside","Sawyer","1Fam","SFoyer","HdBoard","CBlock","ALQ","Gd","Detchd"
"868",NA,7000,5,8,1978,2005,864,864,1,0,3,6,0,1,2009,136500,"IR1","CulDSac","CollgCr","1Fam","1Story","VinylSd","CBlock","ALQ","TA","Attchd"
"869",60,7024,5,5,2005,2006,1090,1090,1,1,2,5,0,2,2007,157000,"Reg","Inside","Edwards","1Fam","1Story","VinylSd","PConc","ALQ","TA","Attchd"
"870",44,13758,7,5,1990,1991,1156,1717,2,1,3,7,1,2,2007,187500,"IR1","CulDSac","Timber","1Fam","1.5Fin","HdBoard","CBlock","LwQ","Gd","Attchd"
"871",NA,9636,6,5,1992,1993,808,1593,2,1,3,7,1,2,2009,178000,"IR1","Corner","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","TA","BuiltIn"
"872",60,6204,4,5,1912,1950,795,2230,1,0,5,10,0,1,2006,118500,"Reg","Inside","SWISU","1Fam","2.5Fin","Wd Sdng","PConc","Unf","TA","Detchd"
"873",65,7150,5,5,1967,1967,892,892,1,0,3,5,0,1,2009,100000,"Reg","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","BLQ","TA","Attchd"
"874",50,5119,9,5,1999,2000,1698,1709,2,0,2,5,1,2,2008,328900,"IR1","CulDSac","Somerst","TwnhsE","1Story","MetalSd","PConc","GLQ","Gd","Attchd"
"875",70,8393,5,5,1959,2005,1626,1712,2,0,4,8,0,2,2006,145000,"Reg","Corner","NAmes","Duplex","1Story","MetalSd","CBlock","LwQ","TA","Attchd"
"876",59,16466,5,7,1955,1955,816,1393,1,1,3,8,0,1,2008,135500,"IR1","Inside","Edwards","1Fam","1.5Fin","MetalSd","PConc","Unf","TA","Attchd"
"877",95,15865,8,6,1970,1970,2217,2217,2,0,4,8,1,2,2007,268000,"IR1","Inside","NAmes","1Fam","1Story","Wd Sdng","PConc","ALQ","Gd","Attchd"
"878",128,12160,6,4,1953,1953,1505,1505,1,0,2,6,1,2,2009,149500,"Reg","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","BLQ","TA","Attchd"
"879",60,8064,5,7,1949,2006,672,924,1,0,3,6,1,2,2007,122900,"Reg","Corner","NAmes","1Fam","1.5Fin","MetalSd","CBlock","Unf","TA","Detchd"
"880",70,11184,6,5,1978,1978,918,1683,2,1,3,7,1,2,2009,172500,"Reg","Inside","Sawyer","1Fam","2Story","HdBoard","CBlock","LwQ","TA","Attchd"
"881",70,8414,6,8,1963,2003,1059,1068,1,0,3,6,0,1,2006,154500,"Reg","Inside","Sawyer","1Fam","1Story","HdBoard","CBlock","GLQ","TA","Attchd"
"882",NA,13284,5,5,1954,1954,1383,1383,1,0,3,6,1,1,2008,165000,"Reg","Inside","Sawyer","1Fam","1Story","Wd Sdng","PConc","BLQ","TA","Attchd"
"883",71,7056,6,5,1963,1963,780,1796,1,1,4,8,1,2,2008,140000,"Reg","Inside","NAmes","1Fam","2Story","HdBoard","CBlock","BLQ","TA","Attchd"
"884",50,8765,4,6,1936,1950,951,951,1,0,2,6,0,1,2006,106500,"Reg","Inside","IDOTRR","1Fam","1Story","Wd Sdng","BrkTil","ALQ","TA","Detchd"
"885",64,7018,5,5,1979,1979,0,2240,2,0,6,12,0,2,2009,142953,"Reg","Inside","SawyerW","Duplex","2Story","Plywood","Slab",NA,"TA","Detchd"
"886",65,6993,5,7,1961,1994,912,1236,1,0,3,6,1,1,2006,135000,"Reg","Inside","Sawyer","1Fam","1Story","HdBoard","CBlock","BLQ","TA","Attchd"
"887",NA,7340,4,6,1971,1971,858,858,1,0,2,4,0,1,2007,110000,"IR1","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Detchd"
"888",64,8712,5,7,1957,2000,992,1306,1,0,2,5,0,1,2009,153000,"IR1","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","BLQ","TA","Detchd"
"889",63,7875,7,5,2003,2003,783,1509,2,1,3,8,1,2,2006,180000,"Reg","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"890",50,14859,7,5,2006,2006,1670,1670,2,0,3,7,1,3,2006,240000,"IR1","CulDSac","Gilbert","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"891",NA,6173,5,6,1967,1967,876,902,1,0,3,6,0,1,2007,125500,"IR1","Inside","Sawyer","1Fam","1Story","HdBoard","CBlock","GLQ","TA","Attchd"
"892",80,9920,5,5,1954,1954,1056,1063,1,0,3,6,0,1,2010,128000,"Reg","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","Rec","TA","Attchd"
"893",116,13501,8,5,2006,2006,1623,1636,2,0,3,8,1,3,2007,255000,"IR1","Corner","Somerst","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"894",86,11500,7,7,1936,1987,1017,2057,1,1,3,6,1,1,2006,250000,"IR1","Inside","Crawfor","1Fam","1.5Fin","BrkFace","CBlock","Rec","Gd","Attchd"
"895",NA,8885,5,5,1983,1983,864,902,1,0,2,5,0,2,2006,131000,"IR1","Inside","Mitchel","1Fam","1Story","HdBoard","CBlock","BLQ","TA","Attchd"
"896",149,12589,6,5,2005,2005,742,1484,2,1,3,8,1,2,2009,174000,"IR2","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"897",80,11600,5,5,1960,1960,1105,2274,2,0,5,12,0,2,2010,154300,"Reg","Corner","NAmes","Duplex","2Story","MetalSd","CBlock","Rec","TA","Detchd"
"898",NA,9286,5,7,1977,1989,1268,1268,1,1,3,5,0,1,2009,143500,"IR1","CulDSac","CollgCr","1Fam","1Story","HdBoard","CBlock","ALQ","Gd","Detchd"
"899",51,6120,5,7,1925,1950,768,1015,1,0,3,6,0,1,2006,88000,"Reg","Inside","BrkSide","1Fam","1Story","MetalSd","BrkTil","Rec","TA","Detchd"
"900",82,6270,5,6,1949,1950,1001,2002,2,0,4,8,0,3,2007,145000,"Reg","Inside","Crawfor","Duplex","2Story","MetalSd","CBlock","BLQ","TA","2Types"
"901",30,3000,6,5,2009,2009,612,1224,2,1,2,4,0,2,2009,173733,"Reg","Inside","Somerst","TwnhsE","2Story","VinylSd","PConc","GLQ","Gd","Detchd"
"902",21,2001,4,5,1970,1970,546,1092,1,1,3,6,0,1,2007,75000,"Reg","Inside","MeadowV","Twnhs","2Story","CemntBd","CBlock","Unf","TA","Attchd"
"903",50,9000,2,3,1949,1950,480,480,0,0,1,4,0,1,2006,35311,"Reg","Inside","IDOTRR","1Fam","1Story","AsbShng","CBlock","BLQ","TA","Detchd"
"904",NA,17140,4,6,1956,1956,1134,1229,1,0,3,6,0,1,2009,135000,"Reg","Inside","Edwards","1Fam","1Story","VinylSd","CBlock","ALQ","TA","Attchd"
"905",103,13125,7,5,1991,1991,1104,2127,2,1,4,8,1,3,2007,238000,"IR1","Corner","SawyerW","1Fam","2Story","HdBoard","PConc","BLQ","Gd","Attchd"
"906",87,11029,6,8,1958,2002,1184,1414,1,0,3,6,1,2,2008,176500,"IR1","Corner","NAmes","1Fam","1Story","MetalSd","CBlock","ALQ","TA","Attchd"
"907",70,8462,6,5,1994,1994,928,1721,2,1,3,7,0,2,2007,201000,"IR1","Inside","SawyerW","1Fam","2Story","HdBoard","PConc","GLQ","Gd","Attchd"
"908",67,8777,5,7,1900,2003,1272,2200,2,2,4,9,0,0,2008,145900,"Reg","Inside","Edwards","Duplex","1.5Fin","MetalSd","CBlock","ALQ","TA",NA
"909",65,10237,6,5,2005,2006,1316,1316,2,0,3,6,1,2,2006,169990,"Reg","Inside","Gilbert","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"910",50,8012,6,5,1993,1994,1604,1617,2,0,2,5,1,2,2008,193000,"Reg","Inside","SawyerW","TwnhsE","1Story","Plywood","PConc","LwQ","Gd","Attchd"
"911",79,10240,6,6,1980,1980,1686,1686,2,0,3,7,1,2,2006,207500,"Reg","Inside","NWAmes","1Fam","1Story","Plywood","CBlock","BLQ","TA","Attchd"
"912",NA,15611,5,6,1977,1977,1126,1126,2,0,3,6,0,2,2008,175000,"IR1","Corner","NWAmes","1Fam","1Story","VinylSd","PConc","ALQ","Ex","Attchd"
"913",93,11999,8,5,2003,2004,1181,2374,2,1,4,10,1,3,2007,285000,"Reg","Inside","NridgHt","1Fam","2Story","VinylSd","PConc","Unf","Ex","BuiltIn"
"914",NA,9900,7,5,1968,1968,832,1978,2,1,4,9,1,2,2008,176000,"Reg","Inside","NWAmes","1Fam","2Story","MetalSd","CBlock","BLQ","TA","Attchd"
"915",NA,11838,8,5,2001,2001,1753,1788,2,0,3,7,1,2,2009,236500,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Ex","Attchd"
"916",NA,13006,7,5,1997,1997,964,2236,2,1,4,8,1,2,2006,222000,"IR1","Corner","Gilbert","1Fam","2Story","HdBoard","PConc","Unf","Gd","BuiltIn"
"917",73,8925,8,5,2007,2007,1466,1466,2,0,3,7,0,3,2009,201000,"IR1","Inside","Timber","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"918",70,9100,5,6,1965,1965,925,925,1,0,2,5,0,1,2009,117500,"Reg","Inside","NAmes","1Fam","1Story","VinylSd","CBlock","BLQ","TA","Detchd"
"919",84,11670,9,5,2006,2006,1905,1905,2,0,3,8,1,3,2007,320000,"IR1","Corner","Somerst","1Fam","1Story","VinylSd","PConc","Unf","Ex","Attchd"
"920",63,8487,7,5,2004,2004,1500,1500,2,0,3,6,0,2,2009,190000,"Reg","FR2","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"921",313,27650,7,7,1960,2007,585,2069,2,0,4,9,1,2,2008,242000,"IR2","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","GLQ","Gd","Attchd"
"922",52,5825,4,5,1926,1953,600,747,1,0,1,5,0,2,2006,79900,"IR1","Inside","BrkSide","1Fam","1Story","MetalSd","PConc","Unf","TA","Detchd"
"923",67,10083,7,5,2003,2003,1176,1200,2,0,2,5,0,2,2009,184900,"Reg","Inside","SawyerW","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"924",75,9675,7,5,2005,2005,1113,1971,2,1,3,8,1,2,2009,253000,"Reg","Inside","Somerst","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"925",73,8760,7,5,2006,2006,1391,1962,2,1,3,7,0,3,2006,239799,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"926",NA,24090,7,7,1940,1950,1032,2403,2,0,4,10,2,1,2010,244400,"Reg","Inside","ClearCr","1Fam","2Story","MetalSd","CBlock","Unf","TA","Attchd"
"927",55,12640,6,5,1976,1976,1728,1728,2,0,4,8,0,2,2006,150900,"IR1","Inside","Mitchel","Duplex","1Story","Plywood","CBlock","Rec","TA","Attchd"
"928",NA,8755,7,5,1999,1999,992,2060,2,1,3,8,1,2,2009,214000,"IR1","FR2","Gilbert","1Fam","2Story","VinylSd","PConc","ALQ","Gd","BuiltIn"
"929",42,7711,4,3,1977,1977,1440,1440,2,0,4,8,0,0,2007,150000,"IR1","Inside","Edwards","Duplex","1Story","MetalSd","PConc","GLQ","TA",NA
"930",100,25000,5,4,1967,1967,1632,1632,2,0,4,8,0,2,2007,143000,"Reg","Inside","Mitchel","Duplex","1Story","HdBoard","CBlock","Unf","TA","Attchd"
"931",NA,14375,6,6,1958,1958,819,1344,1,0,3,7,1,2,2009,137500,"IR1","CulDSac","Timber","1Fam","SLvl","HdBoard","CBlock","GLQ","Gd","Basment"
"932",98,8820,5,6,1890,1996,1088,1869,1,0,2,7,0,2,2009,124900,"Reg","Corner","OldTown","1Fam","1.5Fin","VinylSd","BrkTil","LwQ","TA","Detchd"
"933",70,8163,5,6,1959,1959,1144,1144,1,0,3,6,1,1,2006,143000,"Reg","Inside","NAmes","1Fam","SLvl","HdBoard","CBlock","ALQ","TA","Attchd"
"934",85,14536,8,5,2002,2003,1616,1629,2,0,3,9,1,3,2007,270000,"Reg","Inside","Timber","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"935",65,14006,7,5,2002,2002,936,1776,2,1,3,7,1,2,2006,192500,"IR1","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"936",78,9360,6,7,1972,2006,1161,1381,1,1,3,5,1,2,2010,197500,"Reg","Inside","NWAmes","1Fam","1Story","Plywood","CBlock","ALQ","Gd","Attchd"
"937",60,7200,5,8,1950,2002,864,864,1,0,3,5,0,2,2007,129000,"Reg","Inside","NAmes","1Fam","1Story","VinylSd","CBlock","ALQ","Gd","Detchd"
"938",60,7800,5,5,1965,1965,828,965,1,0,3,6,0,1,2006,119900,"Reg","Corner","SawyerW","1Fam","1Story","VinylSd","CBlock","BLQ","TA","Detchd"
"939",60,7200,5,8,1972,2003,768,768,1,0,2,5,0,1,2009,133900,"Reg","Inside","CollgCr","1Fam","SFoyer","WdShing","CBlock","GLQ","TA","Detchd"
"940",NA,11075,5,4,1969,1969,784,1968,2,1,4,7,1,2,2008,172000,"IR1","Inside","Mitchel","1Fam","2Story","HdBoard","CBlock","ALQ","TA","Attchd"
"941",35,9400,6,5,1975,1975,945,980,2,0,4,4,0,0,2006,127500,"IR1","CulDSac","Edwards","Duplex","SFoyer","WdShing","CBlock","GLQ","TA",NA
"942",82,7136,6,6,1946,1950,979,1958,2,0,4,8,0,2,2007,145000,"IR1","Inside","Crawfor","Duplex","2Story","MetalSd","CBlock","Rec","TA","Attchd"
"943",24,1300,6,6,1980,1980,561,1229,1,1,2,5,1,2,2009,124000,"Reg","Inside","Blueste","TwnhsE","2Story","MetalSd","CBlock","ALQ","TA","Attchd"
"944",70,7420,5,5,1962,1962,1057,1057,1,0,3,6,0,2,2007,132000,"Reg","Inside","Sawyer","1Fam","1Story","MetalSd","CBlock","Rec","TA","Detchd"
"945",65,8450,7,5,2003,2003,1337,1337,2,0,3,6,0,2,2007,185000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"946",24,2572,7,5,1999,1999,696,1416,2,1,3,6,0,2,2010,155000,"Reg","FR2","Somerst","Twnhs","2Story","MetalSd","PConc","ALQ","Gd","Detchd"
"947",50,7207,5,7,1958,2008,858,858,1,0,2,4,0,0,2010,116500,"IR1","Inside","BrkSide","1Fam","1Story","Wd Sdng","CBlock","BLQ","TA",NA
"948",NA,12227,6,7,1977,1995,1330,2872,2,1,4,11,1,2,2008,272000,"IR1","Corner","NWAmes","1Fam","2Story","HdBoard","CBlock","ALQ","TA","Attchd"
"949",24,2308,6,6,1976,1976,804,1548,2,1,3,7,1,2,2007,155000,"Reg","Corner","NPkVill","TwnhsE","2Story","Plywood","CBlock","ALQ","Gd","Detchd"
"950",122,11923,9,5,2007,2007,1800,1800,2,0,2,7,0,2,2009,239000,"IR1","Corner","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Ex","Attchd"
"951",80,11316,7,5,2002,2003,817,1894,2,1,4,8,1,2,2010,214900,"Reg","Corner","Timber","1Fam","2Story","VinylSd","PConc","GLQ","Gd","BuiltIn"
"952",65,10237,6,5,2005,2007,783,1484,2,1,3,8,1,2,2007,178900,"Reg","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"953",130,9600,5,7,1940,1950,728,1308,1,1,2,7,2,1,2009,160000,"IR1","Inside","Crawfor","1Fam","1.5Fin","MetalSd","BrkTil","Rec","TA","Detchd"
"954",NA,7390,5,7,1955,1955,1098,1098,1,0,3,6,0,1,2008,135000,"IR1","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","ALQ","TA","Attchd"
"955",75,10382,6,5,1958,1958,588,1095,1,0,2,6,0,1,2006,140000,"Reg","Inside","NAmes","2fmCon","SLvl","HdBoard","CBlock","ALQ","TA","Attchd"
"956",60,10800,4,4,1949,1950,720,1192,1,1,4,6,0,0,2006,135000,"Reg","Inside","NAmes","1Fam","1.5Fin","AsbShng","CBlock","Unf","TA",NA
"957",36,2268,7,5,2003,2004,764,1626,2,0,2,6,0,2,2009,173000,"Reg","Inside","NridgHt","Twnhs","2Story","VinylSd","PConc","GLQ","Gd","BuiltIn"
"958",55,7892,6,5,1979,1979,918,918,2,0,2,5,1,1,2010,99500,"Reg","Inside","SawyerW","TwnhsE","1Story","Plywood","CBlock","Unf","TA","Attchd"
"959",95,11639,7,5,2007,2008,1428,1428,2,0,3,6,0,2,2008,182000,"Reg","Corner","Somerst","1Fam","1Story","CemntBd","PConc","Unf","Gd","Attchd"
"960",60,11414,7,8,1910,1993,728,2019,1,0,3,8,0,2,2009,167500,"IR1","Corner","BrkSide","1Fam","2Story","HdBoard","BrkTil","Unf","Gd","Detchd"
"961",NA,2651,7,5,2000,2000,673,1382,2,1,3,6,0,2,2006,165000,"Reg","FR2","Somerst","Twnhs","2Story","MetalSd","PConc","GLQ","Gd","Detchd"
"962",51,5900,4,7,1923,1958,440,869,1,0,2,4,0,0,2006,85500,"IR1","Inside","BrkSide","1Fam","1Story","Wd Sdng","PConc","Unf","Fa",NA
"963",35,4274,7,5,2006,2007,1241,1241,1,1,1,4,0,2,2007,199900,"IR1","Inside","Somerst","TwnhsE","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"964",68,9450,4,5,1954,1954,894,894,1,0,3,5,0,2,2007,110000,"Reg","Inside","Edwards","1Fam","1Story","MetalSd","CBlock","LwQ","TA","Detchd"
"965",80,8816,5,6,1963,1963,1121,1121,1,0,3,5,0,2,2009,139000,"Reg","Corner","Sawyer","1Fam","1Story","VinylSd","PConc","Rec","TA","Detchd"
"966",NA,12122,7,9,1961,2007,944,999,1,0,3,6,0,2,2008,178400,"IR1","Corner","NAmes","1Fam","SFoyer","CemntBd","CBlock","ALQ","Ex","Attchd"
"967",98,12203,8,5,1998,1999,1225,2612,2,1,4,8,1,3,2009,336000,"IR1","Corner","NoRidge","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"968",43,3182,7,5,2007,2007,1266,1266,2,0,2,6,1,2,2008,159895,"Reg","Inside","Blmngtn","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"969",NA,11250,8,5,2002,2002,1128,2290,2,1,4,9,1,2,2008,255900,"Reg","Corner","CollgCr","1Fam","2Story","CemntBd","PConc","Unf","Gd","Attchd"
"970",75,10125,5,5,1977,1977,0,1734,2,0,4,8,0,2,2009,126000,"Reg","Inside","Mitchel","Duplex","1.5Fin","Plywood","CBlock",NA,"Gd","Attchd"
"971",68,10880,5,5,1950,1950,1164,1164,1,0,3,5,0,1,2008,125000,"Reg","Inside","Edwards","2fmCon","1Story","MetalSd","CBlock","ALQ","TA","Detchd"
"972",59,5310,6,8,1910,2003,485,1635,1,0,2,5,0,1,2006,117000,"Reg","Corner","OldTown","1Fam","1.5Fin","VinylSd","CBlock","Unf","Gd","Attchd"
"973",83,10159,9,5,2009,2010,1930,1940,2,1,3,8,1,3,2010,395192,"IR1","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"974",NA,12046,6,6,1976,1976,848,2030,2,1,4,8,1,2,2007,195000,"IR1","Inside","NWAmes","1Fam","2Story","Plywood","CBlock","LwQ","Gd","Attchd"
"975",65,8125,7,5,2006,2006,770,1576,2,1,3,6,0,2,2006,197000,"Reg","Inside","Somerst","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"976",82,9452,8,5,1997,1998,1396,2392,2,1,3,7,1,3,2006,348000,"Reg","Inside","NoRidge","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"977",121,17671,8,9,1882,1986,916,1742,1,1,4,8,1,2,2009,168000,"Reg","Corner","OldTown","1Fam","2Story","Wd Sdng","BrkTil","BLQ","Gd","Attchd"
"978",80,9760,6,8,1964,1993,822,1851,2,1,3,7,1,2,2007,187000,"Reg","Inside","NAmes","1Fam","2Story","Wd Sdng","CBlock","BLQ","Gd","Attchd"
"979",68,8846,6,5,2005,2006,750,1500,2,1,3,6,0,2,2006,173900,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"980",96,12456,10,5,2006,2007,1700,1718,2,0,3,7,1,3,2009,337500,"Reg","FR2","NridgHt","1Fam","1Story","CemntBd","PConc","GLQ","Ex","Attchd"
"981",51,4712,4,7,1946,1950,747,1230,1,1,3,5,0,1,2006,121600,"IR1","Inside","BrkSide","1Fam","1.5Fin","MetalSd","CBlock","ALQ","TA","Detchd"
"982",NA,10659,5,6,1961,1961,1050,1050,1,0,3,6,0,1,2006,136500,"IR1","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","Rec","TA","Attchd"
"983",NA,11717,6,6,1970,1970,1442,1442,2,0,2,6,1,2,2009,185000,"IR1","Inside","NWAmes","1Fam","1Story","HdBoard","CBlock","Unf","TA","Attchd"
"984",60,9786,3,4,1922,1950,1007,1077,1,0,3,6,1,1,2006,91000,"Reg","Inside","IDOTRR","1Fam","1Story","Wd Sdng","BrkTil","Unf","TA","Detchd"
"985",64,6762,7,5,2006,2006,1187,1208,2,0,2,6,0,2,2010,206000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"986",74,10206,3,3,1952,1952,0,944,1,0,2,4,0,2,2009,82000,"Reg","Corner","Edwards","1Fam","1Story","BrkComm","Slab",NA,"Fa","Detchd"
"987",60,5400,5,6,1920,1950,691,691,1,0,2,4,0,1,2007,86000,"Reg","Corner","OldTown","1Fam","1Story","Wd Sdng","BrkTil","Unf","Ex","Detchd"
"988",75,11957,8,5,2006,2006,1574,1574,2,0,3,7,1,3,2008,232000,"IR1","Inside","Somerst","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"989",NA,11500,5,6,1976,1976,1680,1680,2,0,4,8,0,2,2007,136905,"IR1","Corner","NWAmes","Duplex","1Story","VinylSd","CBlock","Unf","TA","Detchd"
"990",43,3182,7,5,2005,2006,1346,1504,2,0,1,7,1,2,2009,181000,"Reg","Inside","Blmngtn","TwnhsE","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"991",65,8385,5,8,1977,1977,985,985,2,0,3,6,0,1,2008,149900,"Reg","Inside","CollgCr","1Fam","SLvl","HdBoard","CBlock","GLQ","TA","Attchd"
"992",NA,12155,6,3,1970,1970,1657,1657,2,0,3,7,1,2,2007,163500,"IR3","Inside","NAmes","1Fam","1Story","Plywood","CBlock","LwQ","TA","Attchd"
"993",21,2217,4,4,1970,1970,546,1092,1,1,3,6,0,1,2009,88000,"Reg","Inside","MeadowV","TwnhsE","2Story","CemntBd","CBlock","BLQ","TA","Attchd"
"994",43,12118,7,5,2004,2005,1710,1710,2,0,3,7,1,2,2009,240000,"IR1","CulDSac","Mitchel","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"995",60,6000,5,5,1926,1950,1008,1522,2,0,4,7,0,0,2006,102000,"Reg","Inside","SWISU","1Fam","1.5Fin","Wd Sdng","BrkTil","Unf","TA",NA
"996",115,21286,5,5,1948,1950,720,1271,2,0,4,7,1,1,2008,135000,"Reg","Inside","Sawyer","1Fam","1.5Fin","Wd Sdng","CBlock","Unf","TA","Attchd"
"997",75,9825,5,5,1965,1965,0,1664,2,0,4,8,0,0,2010,100000,"Reg","Inside","Edwards","Duplex","1Story","AsphShn","CBlock",NA,"TA",NA
"998",55,10592,6,7,1923,1996,602,1502,1,1,3,7,2,1,2007,165000,"Reg","Inside","Crawfor","1Fam","2Story","Wd Sdng","PConc","Unf","Gd","Detchd"
"999",60,7200,5,4,1910,2006,1022,1022,1,0,2,4,0,1,2009,85000,"Reg","Inside","OldTown","1Fam","1Story","MetalSd","BrkTil","ALQ","TA","Detchd"
"1000",60,11664,6,5,1948,1950,1082,1082,1,0,2,5,1,1,2007,119200,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","BLQ","TA","Detchd"
"1001",70,8400,8,6,2001,2001,810,1665,2,1,3,6,0,2,2009,227000,"Reg","Inside","NWAmes","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1002",73,11883,7,5,1996,1996,1504,1504,2,0,3,6,1,2,2009,203000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
